Quantity,Start Date,Actual Stop Date,Unit Price Excl. Tax,Price Type,Invoice Detail ID Description,Quantity Shipped,Line No.,customer_code
1.0,8/6/2024,,0.00,Per Month,Lease/Rental,1.0,40000,customer_499
1.0,8/6/2024,,0.00,Per Month,Lease/Rental,1.0,50000,customer_499
1.0,8/6/2024,,0.00,Per Month,Lease/Rental,1.0,60000,customer_499
1.0,8/6/2024,,0.00,Per Month,Monitoring,1.0,70000,customer_499
1.0,8/6/2024,,0.00,,Installation/Service,1.0,70039,customer_499
1.0,8/6/2024,,0.00,,Installation/Service,1.0,70078,customer_499
1.0,8/6/2024,,0.00,,Installation/Service,1.0,70156,customer_499
1.0,8/6/2024,,0.00,Per Month,Maintenance Agreements,1.0,70312,customer_499
1.0,8/6/2024,,0.00,Per Month,Maintenance Agreements,1.0,70625,customer_499
1.0,8/6/2024,,0.00,Per Month,Monitoring,1.0,71250,customer_499
1.0,8/6/2024,,0.00,Per Month,Monitoring,1.0,72500,customer_499
1.0,8/6/2024,,0.00,Per Month,Damage Waiver,1.0,75000,customer_499
1.0,8/6/2024,,0.00,Per Month,Damage Waiver,1.0,80000,customer_499
1.0,8/6/2024,,0.00,Per Month,Maintenance Agreements,1.0,80625,customer_499
1.0,8/6/2024,,0.00,Per Month,Damage Waiver,1.0,85000,customer_499
1.0,8/6/2024,,"1,373.00",Per Month,Lease/Rental,1.0,10000,customer_500
1.0,8/6/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_500
1.0,8/6/2024,,800.00,,Installation/Service,1.0,30000,customer_500
4.0,8/6/2024,,125.00,Per Month,Monitoring,4.0,40000,customer_500
1.0,8/6/2024,,250.00,Per Month,Maintenance Agreements,1.0,50000,customer_500
1.0,9/2/2024,,50.00,,Other Rev & Reimbursement,1.0,60000,customer_500
1.0,8/7/2024,,"1,481.00",Per Month,Lease/Rental,1.0,10000,customer_501
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_501
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_501
1.0,8/7/2024,,800.00,,Installation/Service,1.0,40000,customer_501
4.0,8/7/2024,,175.00,Per Month,Monitoring,4.0,50000,customer_501
1.0,8/7/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_501
1.0,8/5/2024,,766.50,Per Month,Lease/Rental,1.0,10000,customer_502
1.0,8/5/2024,,110.25,Per Month,Lease/Rental,1.0,20000,customer_502
1.0,8/5/2024,,525.00,,Installation/Service,1.0,30000,customer_502
2.0,8/5/2024,,139.13,Per Month,Monitoring,2.0,40000,customer_502
1.0,8/5/2024,,105.00,Per Month,Lease/Rental,1.0,50000,customer_502
1.0,8/5/2024,,766.50,Per Month,Lease/Rental,1.0,60000,customer_502
1.0,8/5/2024,,110.25,Per Month,Lease/Rental,1.0,70000,customer_502
1.0,8/5/2024,,525.00,,Installation/Service,1.0,80000,customer_502
2.0,8/5/2024,,139.13,Per Month,Monitoring,2.0,90000,customer_502
1.0,8/5/2024,,105.00,Per Month,Lease/Rental,1.0,100000,customer_502
1.0,8/5/2024,,766.50,Per Month,Lease/Rental,1.0,110000,customer_502
1.0,8/5/2024,,110.25,Per Month,Lease/Rental,1.0,120000,customer_502
1.0,8/5/2024,,525.00,,Installation/Service,1.0,130000,customer_502
2.0,8/5/2024,,139.13,Per Month,Monitoring,2.0,140000,customer_502
1.0,8/5/2024,,105.00,Per Month,Lease/Rental,1.0,150000,customer_502
1.0,8/5/2024,,766.50,Per Month,Lease/Rental,1.0,160000,customer_502
1.0,8/5/2024,,110.25,Per Month,Lease/Rental,1.0,170000,customer_502
1.0,8/5/2024,,525.00,,Installation/Service,1.0,180000,customer_502
2.0,8/5/2024,,139.13,Per Month,Monitoring,2.0,190000,customer_502
1.0,8/5/2024,,105.00,Per Month,Lease/Rental,1.0,200000,customer_502
1.0,8/7/2024,,"1,481.00",Per Month,Lease/Rental,1.0,10000,customer_503
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_503
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_503
1.0,8/7/2024,,800.00,,Installation/Service,1.0,40000,customer_503
4.0,8/7/2024,,175.00,Per Month,Monitoring,4.0,50000,customer_503
1.0,8/7/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_503
1.0,6/27/2024,,"1,093.00",Per Month,Lease/Rental,1.0,10000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,40000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,50000,customer_504
1.0,6/27/2024,,"1,093.00",Per Month,Lease/Rental,1.0,60000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,70000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,80000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,90000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,100000,customer_504
1.0,6/27/2024,,"1,093.00",Per Month,Lease/Rental,1.0,110000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,120000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,130000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,140000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,150000,customer_504
1.0,6/27/2024,,481.50,Per Month,Lease/Rental,1.0,160000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,170000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,180000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,190000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,200000,customer_504
1.0,6/27/2024,,300.00,,Unit Sales,1.0,210000,customer_504
1.0,6/27/2024,,481.50,Per Month,Lease/Rental,1.0,220000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,230000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,240000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,250000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,260000,customer_504
1.0,6/27/2024,,300.00,,Unit Sales,1.0,270000,customer_504
1.0,6/27/2024,,481.50,Per Month,Lease/Rental,1.0,280000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,290000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,300000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,310000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,320000,customer_504
1.0,6/27/2024,,300.00,,Unit Sales,1.0,330000,customer_504
1.0,6/27/2024,,481.50,Per Month,Lease/Rental,1.0,340000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,350000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,360000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,370000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,380000,customer_504
1.0,6/27/2024,,300.00,,Unit Sales,1.0,390000,customer_504
1.0,6/27/2024,,"1,360.00",Per Month,Lease/Rental,1.0,400000,customer_504
1.0,6/27/2024,,150.00,Per Month,Lease/Rental,1.0,410000,customer_504
1.0,6/27/2024,,50.00,Per Month,Damage Waiver,1.0,420000,customer_504
1.0,6/27/2024,,600.00,,Installation/Service,1.0,430000,customer_504
1.0,6/27/2024,,250.00,Per Month,Monitoring,1.0,440000,customer_504
1.0,8/21/2024,,300.00,,Installation/Service,0.0,450000,customer_504
1.0,8/7/2024,,"1,445.00",Per Month,Lease/Rental,1.0,10000,customer_505
1.0,8/7/2024,,0.00,Per Month,Lease/Rental,1.0,20000,customer_505
1.0,8/7/2024,,800.00,,Installation/Service,1.0,30000,customer_505
4.0,8/7/2024,,125.00,Per Month,Monitoring,4.0,40000,customer_505
1.0,8/7/2024,,132.00,Per Month,Monitoring,1.0,50000,customer_505
1.0,8/7/2024,,0.00,Per Month,Lease/Rental,0.0,60000,customer_505
1.0,8/7/2024,,0.00,Per Month,Lease/Rental,0.0,70000,customer_505
1.0,8/7/2024,,800.00,,Installation/Service,0.0,80000,customer_505
4.0,8/7/2024,,125.00,Per Month,Monitoring,0.0,90000,customer_505
1.0,8/7/2024,,132.00,Per Month,Monitoring,0.0,100000,customer_505
1.0,8/7/2024,,"1,555.00",Per Month,Lease/Rental,1.0,10000,customer_506
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_506
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_506
1.0,8/7/2024,,800.00,,Installation/Service,1.0,40000,customer_506
4.0,8/7/2024,,125.00,Per Month,Monitoring,4.0,50000,customer_506
1.0,8/7/2024,,75.00,Per Month,Maintenance Agreements,1.0,60000,customer_506
1.0,8/7/2024,,"1,555.00",Per Month,Lease/Rental,1.0,70000,customer_506
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_506
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,90000,customer_506
1.0,8/7/2024,,800.00,,Installation/Service,1.0,100000,customer_506
4.0,8/7/2024,,125.00,Per Month,Monitoring,4.0,110000,customer_506
1.0,8/7/2024,,75.00,Per Month,Maintenance Agreements,1.0,120000,customer_506
1.0,8/7/2024,,"1,555.00",Per Month,Lease/Rental,1.0,130000,customer_506
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,140000,customer_506
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,150000,customer_506
1.0,8/7/2024,,800.00,,Installation/Service,1.0,160000,customer_506
4.0,8/7/2024,,125.00,Per Month,Monitoring,4.0,170000,customer_506
1.0,8/7/2024,,75.00,Per Month,Maintenance Agreements,1.0,180000,customer_506
1.0,8/7/2024,,"1,555.00",Per Month,Lease/Rental,1.0,190000,customer_506
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,200000,customer_506
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,210000,customer_506
1.0,8/7/2024,,800.00,,Installation/Service,1.0,220000,customer_506
4.0,8/7/2024,,125.00,Per Month,Monitoring,4.0,230000,customer_506
1.0,8/7/2024,,75.00,Per Month,Maintenance Agreements,1.0,240000,customer_506
1.0,8/7/2024,,550.00,Per Month,Lease/Rental,1.0,10000,customer_507
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_507
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_507
1.0,8/7/2024,,800.00,,Installation/Service,1.0,40000,customer_507
2.0,8/7/2024,,125.00,Per Month,Monitoring,2.0,50000,customer_507
1.0,8/7/2024,,75.00,Per Month,Maintenance Agreements,1.0,60000,customer_507
1.0,8/7/2024,,550.00,Per Month,Lease/Rental,1.0,70000,customer_507
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_507
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,90000,customer_507
1.0,8/7/2024,,800.00,,Installation/Service,1.0,100000,customer_507
2.0,8/7/2024,,125.00,Per Month,Monitoring,2.0,110000,customer_507
1.0,8/7/2024,,"1,000.00",Per Month,Lease/Rental,1.0,10000,customer_508
1.0,8/7/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_508
1.0,8/7/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_508
1.0,8/7/2024,,800.00,,Installation/Service,1.0,40000,customer_508
2.0,8/7/2024,,175.00,Per Month,Monitoring,2.0,50000,customer_508
1.0,8/8/2024,,"1,373.00",Per Month,Lease/Rental,1.0,10000,customer_509
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_509
1.0,8/8/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_509
1.0,8/8/2024,,600.00,,Installation/Service,1.0,40000,customer_509
4.0,8/8/2024,,175.00,Per Month,Monitoring,4.0,50000,customer_509
1.0,8/8/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_509
1.0,8/8/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,70000,customer_509
1.0,8/8/2024,,"1,373.00",Per Month,Lease/Rental,1.0,80000,customer_509
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_509
1.0,8/8/2024,,50.00,Per Month,Damage Waiver,1.0,100000,customer_509
1.0,8/8/2024,,600.00,,Installation/Service,1.0,110000,customer_509
4.0,8/8/2024,,175.00,Per Month,Monitoring,4.0,120000,customer_509
1.0,8/8/2024,,250.00,Per Month,Maintenance Agreements,1.0,130000,customer_509
1.0,8/8/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,140000,customer_509
1.0,8/8/2024,,890.00,Per Month,Lease/Rental,1.0,150000,customer_509
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,160000,customer_509
1.0,8/8/2024,,50.00,Per Month,Damage Waiver,1.0,170000,customer_509
1.0,8/8/2024,,800.00,,Installation/Service,1.0,180000,customer_509
2.0,8/8/2024,,175.00,Per Month,Monitoring,2.0,190000,customer_509
1.0,8/8/2024,,250.00,Per Month,Maintenance Agreements,1.0,200000,customer_509
1.0,8/8/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,210000,customer_509
1.0,8/8/2024,,890.00,Per Month,Lease/Rental,1.0,220000,customer_509
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,230000,customer_509
1.0,8/8/2024,,50.00,Per Month,Damage Waiver,1.0,240000,customer_509
1.0,8/8/2024,,800.00,,Installation/Service,1.0,250000,customer_509
2.0,8/8/2024,,175.00,Per Month,Monitoring,2.0,260000,customer_509
1.0,8/8/2024,,250.00,Per Month,Maintenance Agreements,1.0,270000,customer_509
1.0,8/8/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,280000,customer_509
1.0,7/31/2024,,"1,574.00",Per Month,Lease/Rental,1.0,10000,customer_510
1.0,7/31/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_510
1.0,7/31/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_510
1.0,7/31/2024,,600.00,,Installation/Service,1.0,40000,customer_510
1.0,7/31/2024,,250.00,Per Month,Monitoring,1.0,50000,customer_510
1.0,7/31/2024,,"1,574.00",Per Month,Lease/Rental,1.0,60000,customer_510
1.0,7/31/2024,,150.00,Per Month,Lease/Rental,1.0,70000,customer_510
1.0,7/31/2024,,50.00,Per Month,Damage Waiver,1.0,80000,customer_510
1.0,7/31/2024,,600.00,,Installation/Service,1.0,90000,customer_510
1.0,7/31/2024,,250.00,Per Month,Monitoring,1.0,100000,customer_510
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,10000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,20000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,30000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,40000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,50000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,60000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,70000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,80000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,90000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,100000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,110000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,120000,customer_511
1.0,7/31/2024,,"45,325.00",,Unit Sales,1.0,130000,customer_511
1.0,7/31/2024,,"2,000.00",,Installation/Service,1.0,140000,customer_511
1.0,7/31/2024,,"7,200.00",,Installation/Service,1.0,150000,customer_511
1.0,8/8/2024,,"2,070.00",Per Month,Lease/Rental,1.0,10000,customer_512
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_512
1.0,8/8/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_512
1.0,8/8/2024,,800.00,,Installation/Service,1.0,40000,customer_512
4.0,8/8/2024,,250.00,Per Month,Monitoring,4.0,50000,customer_512
1.0,8/8/2024,,225.00,Per Month,Maintenance Agreements,1.0,60000,customer_512
1.0,8/8/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,70000,customer_512
1.0,8/8/2024,,"1,000.00",Per Month,Lease/Rental,1.0,10000,customer_513
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_513
1.0,8/8/2024,,800.00,,Installation/Service,1.0,30000,customer_513
2.0,8/8/2024,,125.00,Per Month,Monitoring,2.0,40000,customer_513
1.0,8/8/2024,,75.00,Per Month,Maintenance Agreements,1.0,50000,customer_513
1.0,8/8/2024,8/20/2024,"1,373.00",Per Month,Lease/Rental,1.0,10000,customer_514
1.0,8/8/2024,8/20/2024,150.00,Per Month,Lease/Rental,1.0,20000,customer_514
1.0,8/8/2024,,800.00,,Installation/Service,1.0,30000,customer_514
4.0,8/8/2024,8/20/2024,125.00,Per Month,Monitoring,4.0,40000,customer_514
1.0,8/8/2024,8/20/2024,"1,373.00",Per Month,Lease/Rental,1.0,50000,customer_514
1.0,8/8/2024,8/20/2024,150.00,Per Month,Lease/Rental,1.0,60000,customer_514
1.0,8/8/2024,8/20/2024,125.00,Per Month,Monitoring,1.0,70000,customer_514
1.0,8/8/2024,,840.00,Per Month,Lease/Rental,1.0,10000,customer_515
1.0,8/8/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_515
1.0,8/8/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_515
1.0,8/8/2024,,800.00,,Installation/Service,1.0,40000,customer_515
2.0,8/8/2024,,125.00,Per Month,Monitoring,2.0,50000,customer_515
1.0,8/9/2024,,"1,481.00",Per Month,Lease/Rental,1.0,10000,customer_516
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_516
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_516
1.0,8/9/2024,,800.00,,Installation/Service,1.0,40000,customer_516
4.0,8/9/2024,,175.00,Per Month,Monitoring,4.0,50000,customer_516
1.0,8/9/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_516
1.0,8/9/2024,,890.00,Per Month,Lease/Rental,1.0,10000,customer_517
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_517
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_517
1.0,8/9/2024,,800.00,,Installation/Service,1.0,40000,customer_517
2.0,8/9/2024,,250.00,Per Month,Monitoring,2.0,50000,customer_517
1.0,8/9/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_517
1.0,8/9/2024,,890.00,Per Month,Lease/Rental,1.0,70000,customer_517
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_517
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,90000,customer_517
1.0,8/9/2024,,800.00,,Installation/Service,1.0,100000,customer_517
2.0,8/9/2024,,250.00,Per Month,Monitoring,2.0,110000,customer_517
1.0,8/9/2024,,890.00,Per Month,Lease/Rental,1.0,120000,customer_517
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,130000,customer_517
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,140000,customer_517
1.0,8/9/2024,,800.00,,Installation/Service,1.0,150000,customer_517
2.0,8/9/2024,,250.00,Per Month,Monitoring,2.0,160000,customer_517
1.0,8/9/2024,,890.00,Per Month,Lease/Rental,1.0,170000,customer_517
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,180000,customer_517
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,190000,customer_517
1.0,8/9/2024,,800.00,,Installation/Service,1.0,200000,customer_517
2.0,8/9/2024,,250.00,Per Month,Monitoring,2.0,210000,customer_517
1.0,8/9/2024,,890.00,Per Month,Lease/Rental,1.0,220000,customer_517
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,230000,customer_517
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,240000,customer_517
1.0,8/9/2024,,800.00,,Installation/Service,1.0,250000,customer_517
2.0,8/9/2024,,250.00,Per Month,Monitoring,2.0,260000,customer_517
1.0,8/9/2024,,"1,481.00",Per Month,Lease/Rental,1.0,10000,customer_518
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_518
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_518
1.0,8/9/2024,,800.00,,Installation/Service,1.0,40000,customer_518
4.0,8/9/2024,,175.00,Per Month,Monitoring,4.0,50000,customer_518
1.0,8/9/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_518
1.0,8/9/2024,,"1,481.00",Per Month,Lease/Rental,1.0,10000,customer_519
1.0,8/9/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_519
1.0,8/9/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_519
1.0,8/9/2024,,800.00,,Installation/Service,1.0,40000,customer_519
4.0,8/9/2024,,175.00,Per Month,Monitoring,4.0,50000,customer_519
1.0,8/9/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_519
1.0,8/12/2024,,"1,282.05",Per Month,Lease/Rental,1.0,10000,customer_520
1.0,8/12/2024,,99.00,Per Month,Lease/Rental,1.0,20000,customer_520
1.0,8/12/2024,,643.50,,Installation/Service,1.0,30000,customer_520
4.0,8/12/2024,,237.60,Per Month,Monitoring,4.0,50000,customer_520
1.0,8/14/2024,,766.50,Per Month,Lease/Rental,1.0,10000,customer_521
1.0,8/14/2024,,110.25,Per Month,Lease/Rental,1.0,20000,customer_521
1.0,8/14/2024,,525.00,,Installation/Service,1.0,30000,customer_521
2.0,8/14/2024,,137.81,Per Month,Monitoring,2.0,40000,customer_521
1.0,8/14/2024,,105.00,Per Month,Lease/Rental,1.0,50000,customer_521
1.0,8/14/2024,,766.50,Per Month,Lease/Rental,1.0,60000,customer_521
1.0,8/14/2024,,110.25,Per Month,Lease/Rental,1.0,70000,customer_521
1.0,8/14/2024,,525.00,,Installation/Service,1.0,80000,customer_521
2.0,8/14/2024,,137.81,Per Month,Monitoring,2.0,90000,customer_521
1.0,8/14/2024,,105.00,Per Month,Lease/Rental,1.0,100000,customer_521
1.0,8/14/2024,,766.50,Per Month,Lease/Rental,1.0,110000,customer_521
1.0,8/14/2024,,110.25,Per Month,Lease/Rental,1.0,120000,customer_521
1.0,8/14/2024,,525.00,,Installation/Service,1.0,130000,customer_521
2.0,8/14/2024,,137.81,Per Month,Monitoring,2.0,140000,customer_521
1.0,8/14/2024,,105.00,Per Month,Lease/Rental,1.0,150000,customer_521
1.0,8/14/2024,,890.00,Per Month,Lease/Rental,1.0,10000,customer_522
1.0,8/14/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_522
1.0,8/14/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_522
1.0,8/14/2024,,800.00,,Installation/Service,1.0,40000,customer_522
2.0,8/14/2024,,175.00,Per Month,Monitoring,2.0,50000,customer_522
1.0,8/14/2024,,75.00,Per Month,Maintenance Agreements,1.0,60000,customer_522
1.0,8/14/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,70000,customer_522
1.0,8/14/2024,,890.00,Per Month,Lease/Rental,1.0,80000,customer_522
1.0,8/14/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_522
1.0,8/14/2024,,50.00,Per Month,Damage Waiver,1.0,100000,customer_522
1.0,8/14/2024,,800.00,,Installation/Service,1.0,110000,customer_522
2.0,8/14/2024,,175.00,Per Month,Monitoring,2.0,120000,customer_522
1.0,8/14/2024,,75.00,Per Month,Maintenance Agreements,1.0,130000,customer_522
1.0,8/14/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,140000,customer_522
1.0,8/13/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_523
1.0,8/13/2024,,400.00,,Installation/Service,1.0,20000,customer_523
3.0,8/13/2024,,167.65,Per Month,Monitoring,3.0,30000,customer_523
1.0,8/13/2024,,"1,540.00",Per Month,Lease/Rental,1.0,40000,customer_523
1.0,8/13/2024,,400.00,,Installation/Service,1.0,50000,customer_523
3.0,8/13/2024,,167.65,Per Month,Monitoring,3.0,60000,customer_523
1.0,8/13/2024,,"1,815.00",Per Month,Lease/Rental,1.0,70000,customer_523
1.0,8/13/2024,,400.00,,Installation/Service,1.0,80000,customer_523
4.0,8/13/2024,,167.65,Per Month,Monitoring,4.0,90000,customer_523
1.0,8/13/2024,,"1,815.00",Per Month,Lease/Rental,1.0,100000,customer_523
1.0,8/13/2024,,400.00,,Installation/Service,1.0,110000,customer_523
4.0,8/13/2024,,167.50,Per Month,Monitoring,4.0,120000,customer_523
1.0,8/14/2024,,890.00,Per Month,Lease/Rental,1.0,10000,customer_524
1.0,8/14/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_524
1.0,8/14/2024,,800.00,,Installation/Service,1.0,30000,customer_524
2.0,8/14/2024,,125.00,Per Month,Monitoring,2.0,40000,customer_524
1.0,8/14/2024,,75.00,Per Month,Maintenance Agreements,1.0,50000,customer_524
1.0,8/14/2024,,890.00,Per Month,Lease/Rental,1.0,60000,customer_524
1.0,8/14/2024,,150.00,Per Month,Lease/Rental,1.0,70000,customer_524
1.0,8/14/2024,,800.00,,Installation/Service,1.0,80000,customer_524
2.0,8/14/2024,,125.00,Per Month,Monitoring,2.0,90000,customer_524
1.0,8/14/2024,,"1,440.00",Per Month,Lease/Rental,1.0,10000,customer_525
1.0,8/14/2024,,400.00,,Installation/Service,1.0,20000,customer_525
1.0,8/14/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,30000,customer_525
1.0,8/13/2024,,630.00,Per Month,Lease/Rental,1.0,10000,customer_526
1.0,8/13/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_526
1.0,8/13/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_526
1.0,8/13/2024,,800.00,,Installation/Service,1.0,40000,customer_526
3.0,8/13/2024,,175.00,Per Month,Monitoring,3.0,50000,customer_526
1.0,8/13/2024,,250.00,Per Month,Maintenance Agreements,1.0,60000,customer_526
1.0,8/13/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,70000,customer_526
1.0,8/13/2024,,630.00,Per Month,Lease/Rental,1.0,80000,customer_526
1.0,8/13/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_526
1.0,8/13/2024,,50.00,Per Month,Damage Waiver,1.0,100000,customer_526
1.0,8/13/2024,,800.00,,Installation/Service,1.0,110000,customer_526
3.0,8/13/2024,,175.00,Per Month,Monitoring,3.0,120000,customer_526
1.0,8/13/2024,,250.00,Per Month,Maintenance Agreements,1.0,130000,customer_526
1.0,8/13/2024,,0.00,Per Month,Other Rev & Reimbursement,1.0,140000,customer_526
1.0,8/14/2024,,793.00,Per Month,Lease/Rental,1.0,10000,customer_527
1.0,8/14/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_527
1.0,8/14/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_527
1.0,8/14/2024,,600.00,,Installation/Service,1.0,40000,customer_527
1.0,8/14/2024,,250.00,Per Month,Monitoring,1.0,50000,customer_527
1.0,8/14/2024,,793.00,Per Month,Lease/Rental,1.0,60000,customer_527
